-100	29462.6956
-99	28812.42994
-98	28206.24773
-97	27635.62497
-96	27113.33382
-95	26535.65549
-94	25918.83926
-93	25408.26837
-92	24820.15086
-91	24353.50571
-90	23822.66204
-89	23267.69912
-88	22681.60286
-87	22185.74169
-86	21645.32029
-85	21208.57061
-84	20662.34064
-83	20134.18295
-82	19678.94323
-81	19220.4016
-80	18718.68747
-79	18231.54323
-78	17766.98006
-77	17357.74489
-76	16855.72969
-75	16422.79837
-74	16035.20781
-73	15545.58619
-72	15138.44699
-71	14669.94521
-70	14268.33327
-69	13871.54448
-68	13498.56683
-67	13077.308
-66	12672.81638
-65	12311.15135
-64	11901.87519
-63	11519.31068
-62	11119.7641
-61	10740.84537
-60	10390.73492
-59	10109.84279
-58	9728.208662
-57	9371.978245
-56	9019.674143
-55	8680.932334
-54	8437.106014
-53	8046.51878
-52	7768.028948
-51	7446.127975
-50	7192.324389
-49	6857.632755
-48	6619.680592
-47	6282.708203
-46	6097.025914
-45	5826.880977
-44	5528.20292
-43	5266.94304
-42	5047.699071
-41	4814.870316
-40	4576.153752
-39	4298.700688
-38	4078.665775
-37	3862.659126
-36	3661.911284
-35	3434.449125
-34	3237.091247
-33	3012.773434
-32	2812.343532
-31	2613.271643
-30	2455.630629
-29	2282.1899
-28	2092.736368
-27	1933.455374
-26	1818.72884
-25	1698.28758
-24	1572.070036
-23	1375.084322
-22	1252.23562
-21	1103.764342
-20	991.6538739
-19	883.7381944
-18	822.9819548
-17	746.8443446
-16	603.6847054
-15	575.1553086
-14	469.1923148
-13	365.941004
-12	327.3813557
-11	286.6621047
-10	178.8777877
-9	160.4800728
-8	102.8936349
-7	29.80448599
-6	25.63614837
-5	-6.234495219
-4	-48.71056453
-3	-97.74448098
-2	-67.2111671
-1	-72.14734439
0	-87.24111586
1	-95.35964412
2	-67.63563822
3	-72.35958472
4	-13.233473
5	23.98275178
6	96.59180909
7	104.1864206
8	142.7246931
9	193.8109693
10	306.4194887
11	343.3067559
12	398.5163441
13	479.1986383
14	600.3354897
15	721.8132298
16	803.7922746
17	871.6475862
18	1016.945152
19	1091.211523
20	1260.556055
21	1354.10721
22	1513.555249
23	1587.499582
24	1808.467337
25	1973.962518
26	2057.135503
27	2279.354476
28	2414.165388
29	2596.151774
30	2761.55569
31	2922.068484
32	3207.831698
33	3404.593909
34	3562.896867
35	3752.360616
36	4004.170741
37	4256.169
38	4454.341624
39	4669.718804
40	4966.987077
41	5167.707432
42	5404.85922
43	5675.178603
44	5932.205881
45	6264.059833
46	6509.354357
47	6807.757534
48	7051.194942
49	7426.629552
50	7634.724753
51	7949.343238
52	8291.417639
53	8666.775653
54	8940.735061
55	9243.938099
56	9623.752513
57	9950.842096
58	10270.11147
59	10659.65713
60	11031.81863
61	11413.60258
62	11789.59154
63	12115.10244
64	12552.35493
65	12920.6025
66	13374.80157
67	13716.73549
68	14174.74205
69	14520.36649
70	15008.81894
71	15444.4503
72	15826.91678
73	16236.23721
74	16750.58823
75	17154.29871
76	17682.87179
77	18092.07357
78	18597.30142
79	19065.61838
80	19574.63282
81	19981.74121
82	20490.64327
83	20997.37461
84	21552.99081
85	22058.19904
86	22535.56738
87	23095.41193
88	23611.17367
89	24159.94596
90	24703.76912
91	25204.53397
92	25737.68004
93	26298.66239
94	26957.03648
95	27464.9522
96	28040.70734
97	28689.46984
98	29249.58064
99	29821.24678
100	30456.76042
