-100	29430
-99	28838
-98	28252
-97	27672
-96	27098
-95	26530
-94	25968
-93	25412
-92	24862
-91	24318
-90	23780
-89	23248
-88	22722
-87	22202
-86	21688
-85	21180
-84	20678
-83	20182
-82	19692
-81	19208
-80	18730
-79	18258
-78	17792
-77	17332
-76	16878
-75	16430
-74	15988
-73	15552
-72	15122
-71	14698
-70	14280
-69	13868
-68	13462
-67	13062
-66	12668
-65	12280
-64	11898
-63	11522
-62	11152
-61	10788
-60	10430
-59	10078
-58	9732
-57	9392
-56	9058
-55	8730
-54	8408
-53	8092
-52	7782
-51	7478
-50	7180
-49	6888
-48	6602
-47	6322
-46	6048
-45	5780
-44	5518
-43	5262
-42	5012
-41	4768
-40	4530
-39	4298
-38	4072
-37	3852
-36	3638
-35	3430
-34	3228
-33	3032
-32	2842
-31	2658
-30	2480
-29	2308
-28	2142
-27	1982
-26	1828
-25	1680
-24	1538
-23	1402
-22	1272
-21	1148
-20	1030
-19	918
-18	812
-17	712
-16	618
-15	530
-14	448
-13	372
-12	302
-11	238
-10	180
-9	128
-8	82
-7	42
-6	8
-5	-20
-4	-42
-3	-58
-2	-68
-1	-72
0	-70
1	-62
2	-48
3	-28
4	-2
5	30
6	68
7	112
8	162
9	218
10	280
11	348
12	422
13	502
14	588
15	680
16	778
17	882
18	992
19	1108
20	1230
21	1358
22	1492
23	1632
24	1778
25	1930
26	2088
27	2252
28	2422
29	2598
30	2780
31	2968
32	3162
33	3362
34	3568
35	3780
36	3998
37	4222
38	4452
39	4688
40	4930
41	5178
42	5432
43	5692
44	5958
45	6230
46	6508
47	6792
48	7082
49	7378
50	7680
51	7988
52	8302
53	8622
54	8948
55	9280
56	9618
57	9962
58	10312
59	10668
60	11030
61	11398
62	11772
63	12152
64	12538
65	12930
66	13328
67	13732
68	14142
69	14558
70	14980
71	15408
72	15842
73	16282
74	16728
75	17180
76	17638
77	18102
78	18572
79	19048
80	19530
81	20018
82	20512
83	21012
84	21518
85	22030
86	22548
87	23072
88	23602
89	24138
90	24680
91	25228
92	25782
93	26342
94	26908
95	27480
96	28058
97	28642
98	29232
99	29828
100	30430
