-100	28936.5041
-99	30229.3686
-98	28713.75778
-97	28523.88479
-96	26265.38512
-95	26174.24444
-94	26662.64714
-93	24166.43251
-92	24520.80928
-91	25712.47112
-90	24937.72613
-89	23355.15326
-88	22326.35039
-87	23677.61874
-86	20224.45913
-85	21826.96974
-84	21047.21191
-83	18726.26372
-82	20345.09833
-81	19503.23959
-80	19212.67259
-79	19007.08539
-78	16497.03425
-77	15897.32719
-76	18299.72234
-75	17216.62915
-74	15640.62977
-73	14783.66056
-72	13646.79904
-71	15620.84757
-70	15628.11906
-69	13645.63061
-68	12330.4037
-67	14006.938
-66	11943.09091
-65	13102.22767
-64	10617.17909
-63	12921.19696
-62	11840.80637
-61	10472.03659
-60	11078.07658
-59	11343.23556
-58	10807.53418
-57	10185.85375
-56	7704.371921
-55	10225.33256
-54	6967.463128
-53	7549.376223
-52	7104.281459
-51	8353.834584
-50	6637.246711
-49	6084.567252
-48	5849.902367
-47	7217.46973
-46	7266.408558
-45	5667.610378
-44	5875.289525
-43	5318.549978
-42	4928.240044
-41	5287.251637
-40	5302.188582
-39	3750.618366
-38	4993.007004
-37	3942.639098
-36	2512.172675
-35	2312.319162
-34	3738.033111
-33	1853.132715
-32	2591.941762
-31	3072.575796
-30	2181.339943
-29	2776.568459
-28	675.5266363
-27	3059.853807
-26	899.5918863
-25	790.1963196
-24	2236.924373
-23	1894.79584
-22	1793.315454
-21	431.1718113
-20	778.7000073
-19	1823.729568
-18	841.2453502
-17	587.0501902
-16	-704.6021897
-15	-358.586232
-14	201.1062999
-13	1712.203303
-12	-1123.913991
-11	-833.2744749
-10	1496.996947
-9	-1293.698919
-8	887.2285954
-7	1050.606697
-6	1199.684751
-5	-828.2791911
-4	1084.056823
-3	-195.7287891
-2	-369.4769865
-1	-1416.303361
0	614.8979222
1	803.0585835
2	-402.7296706
3	1142.398862
4	719.45172
5	-1072.419006
6	-1108.905807
7	-1265.450101
8	1629.33773
9	653.6052958
10	503.311469
11	-383.1275419
12	-809.7385393
13	557.9565202
14	2068.239159
15	-798.74078
16	1881.652628
17	326.007028
18	938.230654
19	1923.997163
20	2199.430697
21	2247.758824
22	282.6958344
23	3039.288814
24	2353.07842
25	2901.183772
26	1950.683151
27	2352.680965
28	1714.564388
29	3447.184776
30	1796.110428
31	4338.616169
32	3554.538479
33	3741.128538
34	2253.705471
35	4232.545149
36	3644.187477
37	4498.62818
38	5188.963966
39	4862.081219
40	6129.75441
41	6612.010707
42	5643.646472
43	5993.777323
44	7144.504635
45	7045.070487
46	7441.688625
47	7076.325548
48	6654.279173
49	7588.673507
50	7147.504994
51	8264.530034
52	8756.336424
53	8267.395704
54	9956.914951
55	10069.71551
56	8328.080977
57	11428.34821
58	9234.262627
59	11895.16078
60	10955.51956
61	12861.45468
62	10810.75121
63	11874.46966
64	11132.54163
65	13009.11375
66	12939.67372
67	12366.40367
68	13940.45414
69	13237.34108
70	14666.72805
71	14574.08907
72	16424.418
73	17004.04322
74	16295.8838
75	15955.53704
76	19134.12661
77	18063.8637
78	17988.73846
79	20110.84032
80	18562.04166
81	19970.34165
82	20546.41686
83	21980.3239
84	22422.88027
85	22968.15
86	21245.24201
87	23048.84378
88	23965.83233
89	24254.0788
90	25870.7195
91	25328.63026
92	24751.22756
93	26788.45081
94	25495.64545
95	26949.09549
96	29232.76929
97	28605.80681
98	29111.56784
99	31043.57624
100	30663.20608
