-100	30671.92919
-99	30548.96734
-98	28906.04522
-97	27900.97868
-96	28197.2785
-95	27605.58909
-94	26771.97249
-93	25647.6717
-92	26266.48199
-91	25420.013
-90	24083.41913
-89	24010.79777
-88	24570.5469
-87	23639.87375
-86	23660.16074
-85	22538.02829
-84	21818.47803
-83	20897.8354
-82	20914.9271
-81	20552.70685
-80	19182.07659
-79	19243.24481
-78	17863.64523
-77	18938.5118
-76	18846.07893
-75	16472.49017
-74	16940.18159
-73	16784.39519
-72	16641.60616
-71	16487.58144
-70	15776.11759
-69	14041.43537
-68	14428.21447
-67	14264.42314
-66	13191.64856
-65	13788.21016
-64	13139.70568
-63	12070.0383
-62	13135.35215
-61	12144.41771
-60	11069.59353
-59	10635.63308
-58	11647.78602
-57	10000.9374
-56	10063.09211
-55	9103.821178
-54	9752.721713
-53	8613.131378
-52	9507.208376
-51	8590.173448
-50	7656.381771
-49	8325.805442
-48	7960.119607
-47	7199.291348
-46	6956.166308
-45	6817.984345
-44	7513.228368
-43	6299.096453
-42	5490.081121
-41	5477.616769
-40	5239.082557
-39	4741.911641
-38	4861.052879
-37	4569.600064
-36	4174.024897
-35	4641.421559
-34	3809.686385
-33	4691.649778
-32	3970.778874
-31	3237.297738
-30	3392.126655
-29	2355.965828
-28	3845.436886
-27	3884.343703
-26	2113.315795
-25	3536.066612
-24	1568.37563
-23	2694.837383
-22	2403.435902
-21	3023.908038
-20	2674.040446
-19	920.073618
-18	1718.183083
-17	1644.097922
-16	942.0017418
-15	1153.390664
-14	1531.340173
-13	1792.830732
-12	2076.90408
-11	2125.031944
-10	1420.997577
-9	1014.339199
-8	506.1436734
-7	1960.236005
-6	134.8946985
-5	976.8040174
-4	1210.40591
-3	366.3059986
-2	1735.243842
-1	1541.161519
0	630.019256
1	1095.436823
2	1514.043741
3	1237.537446
4	1353.292505
5	849.7502702
6	186.0625483
7	1452.179444
8	1326.319406
9	330.6590557
10	920.439611
11	459.8576332
12	1181.336527
13	2270.692548
14	2267.708266
15	2267.172886
16	2147.364897
17	1942.178504
18	1419.240748
19	2549.428958
20	2318.242045
21	3266.288835
22	2017.437226
23	2981.848441
24	2497.688642
25	3779.39383
26	2327.977765
27	2453.417034
28	3605.950125
29	3454.29861
30	3568.245967
31	4352.953532
32	4921.216805
33	4049.950238
34	4115.503194
35	5135.728307
36	4345.360856
37	4855.595679
38	5047.626457
39	6637.05328
40	5897.946028
41	5193.168016
42	6726.222775
43	6695.410549
44	6095.573993
45	6517.231652
46	8126.917662
47	7021.207821
48	8973.491303
49	7407.135613
50	7854.118576
51	9786.463813
52	9578.230573
53	9335.182236
54	9648.258138
55	10801.60803
56	10917.61479
57	10448.01667
58	10692.52092
59	11342.14276
60	12305.47834
61	12067.27978
62	12220.53874
63	12567.27918
64	14127.87157
65	14854.15175
66	15318.17599
67	14818.027
68	15175.54226
69	14575.57776
70	16698.54057
71	17098.76022
72	17277.33838
73	16531.98475
74	18476.75669
75	18925.05099
76	18230.56562
77	18475.9408
78	18927.73
79	20787.34397
80	20066.2974
81	20959.26961
82	21690.53442
83	21882.26546
84	23078.16455
85	22665.82229
86	23370.92665
87	23937.41327
88	25325.69868
89	24898.21256
90	25359.92207
91	26783.96531
92	27276.07934
93	27462.96468
94	28427.36013
95	28870.24013
96	29662.53561
97	30631.73112
98	29640.37725
99	30059.61619
100	30977.5292
